1.35, 0.83, 0.28, 3.57, 2.96, 1, 0.00
1.35, 1.78, 0.97, 3.57, 2.96, 1, 0.00
1.33, 0.79, 0.32, 3.26, 2.89, 1, 0.00
1.33, 1.73, 0.97, 3.26, 2.89, 1, 0.00
1.31, 0.76, 0.32, 2.91, 2.63, 1, 0.00
1.31, 1.68, 0.96, 2.91, 2.63, 1, 0.00
1.35, 0.74, 0.34, 2.83, 2.54, 1, 0.00
1.35, 1.71, 0.95, 2.83, 2.54, 1, 0.00
1.39, 0.72, 0.33, 2.84, 2.54, 1, 0.00
1.39, 1.72, 0.96, 2.84, 2.54, 1, 0.00
1.33, 0.76, 0.32, 2.80, 2.50, 1, 0.00
1.33, 1.81, 0.95, 2.80, 2.50, 1, 0.00
1.32, 0.72, 0.36, 2.84, 2.65, 1, 0.00
1.32, 1.79, 0.95, 2.84, 2.65, 1, 0.00
1.30, 0.75, 0.32, 2.79, 2.58, 1, 0.00
1.30, 1.88, 0.95, 2.79, 2.58, 1, 0.00
1.26, 0.70, 0.33, 2.75, 2.67, 1, 0.00
1.26, 1.83, 0.94, 2.75, 2.67, 1, 0.00
1.18, 0.69, 0.29, 2.88, 2.70, 1, 0.00
1.18, 1.89, 0.94, 2.88, 2.70, 1, 0.00
1.22, 0.68, 0.29, 2.62, 2.64, 1, 0.00
1.22, 1.92, 0.93, 2.62, 2.64, 1, 0.00
1.11, 0.62, 0.22, 2.56, 2.55, 1, 0.00
1.11, 1.96, 0.94, 2.56, 2.55, 1, 0.00
1.12, 0.58, 0.16, 2.75, 2.56, 1, 0.00
1.12, 1.94, 0.95, 2.75, 2.56, 1, 0.00
1.11, 0.56, 0.14, 2.69, 2.56, 1, 0.00
1.11, 1.96, 0.95, 2.69, 2.56, 1, 0.00
1.24, 0.65, 0.03, 3.28, 2.63, 1, 0.00
1.24, 2.15, 0.96, 3.28, 2.63, 1, 0.00
1.34, 0.70, 0.08, 3.29, 2.57, 1, 0.00
1.34, 2.23, 0.95, 3.29, 2.57, 1, 0.00
1.25, 0.57, 0.05, 3.09, 2.49, 1, 0.00
1.25, 2.15, 0.95, 3.09, 2.49, 1, 0.00
1.18, 0.56, 0.06, 3.19, 2.58, 1, 0.00
1.18, 2.10, 0.95, 3.19, 2.58, 1, 0.00
1.40, 0.81, 0.24, 3.87, 3.11, 1, 0.00
1.40, 1.63, 0.94, 3.87, 3.11, 1, 0.00
1.01, 0.63, 0.37, 2.90, 3.23, 1, 0.00
1.01, 0.79, 0.86, 2.90, 3.23, 1, 0.00
0.74, 0.52, 0.13, 2.85, 3.01, 1, 0.00
0.74, 0.67, 0.86, 2.85, 3.01, 1, 0.00
0.69, 0.67, 0.17, 2.56, 2.79, 1, 0.00
0.69, 0.67, 0.89, 2.56, 2.79, 1, 0.00
1.01, 0.70, 0.25, 3.54, 3.23, 1, 0.00
1.01, 0.96, 0.92, 3.54, 3.23, 1, 0.00
1.29, 0.79, 0.26, 3.73, 3.10, 1, 0.00
