0.7,1.6,0.28,2.84,1.72,1,0
0.7,1.6,0.28,2.84,1.72,1,0
0.7,1.6,0.28,2.84,1.72,1,0
0.7,1.74,0.27,2.84,1.71,1,0
0.7,1.74,0.27,2.84,1.71,1,0
0.7,1.74,0.27,2.84,1.71,1,0
0.72,1.7,0.29,2.8,1.72,1,0
0.72,1.7,0.29,2.8,1.72,1,0
0.72,1.7,0.29,2.8,1.72,1,0
0.72,1.7,0.31,2.84,1.74,1,0
0.72,1.7,0.31,2.84,1.74,1,0
0.72,1.7,0.31,2.84,1.74,1,0
0.71,1.84,0.28,2.96,1.72,1,0
0.71,1.84,0.28,2.96,1.72,1,0
0.71,1.84,0.28,2.96,1.72,1,0
0.75,1.83,0.26,2.87,1.72,1,0
0.75,1.83,0.26,2.87,1.72,1,0
0.75,1.83,0.26,2.87,1.72,1,0
0.84,1.94,0.24,2.92,1.67,1,0
0.84,1.94,0.24,2.92,1.67,1,0
0.84,1.94,0.24,2.92,1.67,1,0
0.78,1.66,0.29,2.68,1.58,1,0
0.78,1.66,0.29,2.68,1.58,1,0
0.78,1.66,0.29,2.68,1.58,1,0
0.73,1.58,0.27,2.81,1.66,1,0
0.73,1.58,0.27,2.81,1.66,1,0
0.73,1.58,0.27,2.81,1.66,1,0
0.76,1.67,0.19,2.84,1.61,1,0
0.76,1.67,0.19,2.84,1.61,1,0
0.76,1.67,0.19,2.84,1.61,1,0
0.73,1.55,0.24,2.63,1.52,1,0
0.73,1.55,0.24,2.63,1.52,1,0
0.73,1.55,0.24,2.63,1.52,1,0
0.74,1.47,0.23,2.59,1.49,1,0
0.74,1.47,0.23,2.59,1.49,1,0
0.74,1.47,0.23,2.59,1.49,1,0
0.78,1.61,0.19,2.78,1.55,1,0
0.78,1.61,0.19,2.78,1.55,1,0
0.78,1.61,0.19,2.78,1.55,1,0
0.71,1.53,0.27,2.78,1.65,1,0
0.71,1.53,0.27,2.78,1.65,1,0
0.71,1.53,0.27,2.78,1.65,1,0
0.79,1.7,0.23,2.84,1.71,1,0
0.79,1.7,0.23,2.84,1.71,1,0
0.79,1.7,0.23,2.84,1.71,1,0
1.17,2.1,0.17,3.42,2.06,1,0
1.17,2.1,0.17,3.42,2.06,1,0
1.17,2.1,0.17,3.42,2.06,1,0
1.2,2.09,0.22,3.4,2.24,1,0
1.2,2.09,0.22,3.4,2.24,1,0
1.2,2.09,0.22,3.4,2.24,1,0
1.24,2.07,0.25,3.4,2.44,1,0
1.24,2.07,0.25,3.4,2.44,1,0
1.24,2.07,0.25,3.4,2.44,1,0
1.34,2.28,0.23,3.54,2.34,1,0
1.34,2.28,0.23,3.54,2.34,1,0
1.34,2.28,0.23,3.54,2.34,1,0
1.32,2.26,0.25,3.57,2.37,1,0
1.32,2.26,0.25,3.57,2.37,1,0
1.32,2.26,0.25,3.57,2.37,1,0
1.31,2.24,0.2,3.49,2.39,1,0
1.31,2.24,0.2,3.49,2.39,1,0
1.31,2.24,0.2,3.49,2.39,1,0
1.2,2.11,0.22,3.47,2.26,1,0
1.2,2.11,0.22,3.47,2.26,1,0
1.2,2.11,0.22,3.47,2.26,1,0
1.21,1.92,0.19,3.24,2.07,1,0
1.21,1.92,0.19,3.24,2.07,1,0
1.21,1.92,0.19,3.24,2.07,1,0
1.45,2.39,0.26,3.62,2.35,1,0
1.45,2.39,0.26,3.62,2.35,1,0
1.45,2.39,0.26,3.62,2.35,1,0
1.38,2.21,0.25,3.53,2.37,1,0
1.38,2.21,0.25,3.53,2.37,1,0
1.38,2.21,0.25,3.53,2.37,1,0
1.44,2.25,0.36,3.47,2.58,1,0
1.44,2.25,0.36,3.47,2.58,1,0
1.44,2.25,0.36,3.47,2.58,1,0
1.5,2.42,0.37,3.59,2.65,1,0
1.5,2.42,0.37,3.59,2.65,1,0
1.5,2.42,0.37,3.59,2.65,1,0
1.4,2.22,0.33,3.52,2.57,1,0
1.4,2.22,0.33,3.52,2.57,1,0
